"Ma","CO2"
21.4015,548.12
21.4037,526.33
21.4057,536.33
21.4079,551.45
21.4099,545.49
21.4114,531.15
21.413,540.9
21.4143,530.2
21.4156,523.79
21.4175,523.48
21.4198,524.76
21.4218,535.04
21.4244,538.63
21.4264,539.94
21.4284,548.16
21.4302,560.87
21.4321,567.65
21.4338,556.16
21.4356,560.53
21.4369,571.43
21.4386,577.97
21.4405,576.94
21.4423,577.28
21.4442,576.95
21.4466,547.19
21.4486,554.49
21.4505,559.21
21.4525,559.89
21.4543,563.59
21.4565,592.36
21.4589,566.33
21.4609,560.23
21.4633,578.71
21.4654,559.9
21.4674,544.91
21.4692,559.23
21.4713,558.55
21.4737,558.89
21.4763,558.23
21.4786,572.16
21.4816,584.3
21.4845,591.68
21.4869,593.81
21.4892,610.54
21.4917,608.67
21.4941,604.54
21.4961,591.69
21.4985,587.82
21.5012,579.44
21.5034,572.88
21.5053,571.5
21.5077,585.03
21.5098,587.48
21.5118,591.72
21.5138,601.33
21.5158,608.08
21.5176,594.2
21.5191,595.28
21.5209,598.83
21.5228,597.05
21.5247,595.63
21.5265,602.43
21.5284,602.79
21.5301,622.62
21.5318,601.01
21.5333,602.07
21.5352,632.91
21.5367,589.63
21.5382,579.5
21.5401,587.17
21.5422,580.88
21.5443,569.16
21.5464,553.96
21.5486,561.34
21.5506,544.01
21.5522,549.3
21.5538,551.62
21.5555,569.51
21.5571,567.81
21.559,575
21.5607,570.54
21.5626,566.45
21.5645,565.09
21.5661,560.35
21.5675,549.98
21.5692,546.34
21.5704,522.69
21.5718,540.42
21.5735,514.8
21.575,533.92
21.5765,546.67
21.5782,567.83
21.5795,560.37
21.5805,560.04
21.5816,568.85
21.5829,553.99
21.5841,533.61
21.5857,536.21
21.5878,541.75
21.5896,532.64
21.5914,539.79
21.5935,545.38
21.5955,557.02
21.5972,563.44
21.5991,579.21
21.6011,590.06
21.6029,593.95
21.6048,596.8
21.6063,602.16
21.6082,592.2
21.6099,558.38
21.6115,572.66
21.6129,548.37
21.6148,561.43
21.6163,543.75
21.6178,574.74
21.6195,556.04
21.6213,587.98
21.623,575.09
21.6245,568.23
21.6258,565.5
21.6273,570.29
21.6286,563.8
21.6301,575.78
21.6316,599.69
21.6336,585.89
21.6351,618.94
21.6371,641.49
21.6385,631.11
21.6404,663.4
21.6419,674.94
21.6439,678.37
21.6453,607.26
21.6471,573.73
21.6484,558.43
21.6503,557.75
21.6519,519.6
21.6538,542.16
21.656,550.41
21.658,552.41
21.6598,550.08
21.6619,546.11
21.6639,545.13
21.6659,577.56
21.6685,578.61
21.6712,588.39
21.6741,638.28
21.6773,640.89
21.6806,644.83
21.6837,615.84
21.6863,614.57
21.6889,613.95
21.6915,618.38
21.694,617.75
21.6968,614.58
21.6997,608.93
21.7019,583.51
21.7042,580.04
21.706,561.87
21.7082,572.44
21.7103,578.3
21.7132,593.38
21.7157,605.54
21.7189,654.15
21.7211,636.39
21.7237,642.26
21.7258,638.35
21.7282,617.16
21.7306,605.2
21.7338,642.93
21.7368,646.88
21.7397,678.5
21.7428,631.88
21.7452,627.39
21.7467,617.18
21.7484,603.43
21.75,598.77
21.7516,650.86
21.7541,639.68
21.7569,607.03
21.7589,589.21
21.7614,579.07
21.7649,553.54
21.768,563.97
21.7715,581.16
21.775,579.08
21.7784,576.67
21.7803,586.41
21.7823,558.58
21.7838,550.57
21.7858,552.23
21.7876,557.91
21.7897,568.09
21.7914,560.95
21.7934,571.5
21.7948,579.11
21.7965,568.09
21.7979,562.31
21.7996,568.78
21.8012,563.67
21.8035,568.44
21.8062,583.3
21.8091,591.74
21.8124,609.71
21.816,604.95
21.8196,601.71
21.8233,594.59
21.8269,586.46
21.8306,591.04
21.8338,573.96
21.8363,566.77
21.8385,570.88
21.8403,565.75
21.8418,562.37
21.8438,582.64
21.8461,597.81
21.849,599.6
21.8522,602.47
21.8558,597.46
21.8592,592.86
21.8628,580.93
21.8661,575.74
21.8695,573.67
21.8725,569.89
21.875,550
21.877,554.67
21.879,555
21.8804,542.09
21.882,550
21.8841,569.9
21.8866,551.35
21.8885,554.35
21.891,552.01
21.893,550.01
21.895,546.71
21.8968,543.09
21.8986,541.45
21.9003,550.69
21.9022,555.37
21.9037,559.06
21.9054,580.62
21.9075,584.12
21.9093,576.82
21.911,575.78
21.9132,560.43
21.9151,566.52
21.9172,551.71
21.9189,570.64
21.9211,567.21
21.9227,564.84
21.9245,557.42
21.9261,554.73
21.9278,548.41
21.9295,549.4
21.931,541.49
21.9327,540.18
21.9342,532.07
21.9359,523.11
21.9375,499.1
21.9391,512.69
21.9409,492.13
21.9425,509.9
21.9445,497.58
21.9461,523.43
21.9484,511.77
21.95,536.63
21.9521,519.63
21.9537,547.77
21.9558,528.23
21.9573,553.42
21.9593,539.23
21.9608,561.15
21.963,556.78
21.9645,562.85
21.9666,537.28
21.9682,552.1
21.9704,552.1
21.9719,530.83
21.9734,527.29
21.9749,551.11
21.9765,531.46
21.9779,531.8
21.98,551.79
21.9823,572.41
21.984,551.13
21.9861,567.64
21.9878,549.81
21.9894,552.46
21.991,536.02
21.9929,560.17
21.9954,555.48
21.9977,584.23
22.0001,592.33
22.0026,598.38
22.0044,604.47
22.0061,632.88
22.0078,589.86
22.0094,586.69
22.0115,596.24
22.0142,588.1
22.0167,563.24
22.0192,584.6
22.0214,571.09
22.0234,572.47
22.0249,548.86
22.0262,563.26
22.0275,557.87
22.0294,566.33
22.0307,542.92
22.0323,562.59
22.0343,569.39
22.0366,568.37
22.0388,551.53
22.041,556.87
22.0427,559.9
22.0443,552.53
22.0462,556.2
22.048,570.45
22.0503,582.54
22.053,558.9
22.0555,561.61
22.0572,564.66
22.0589,567.03
22.0606,574.58
22.0625,611.27
22.0648,618.86
22.0673,590.64
22.0736,574.25
22.0793,568.77
22.0851,567.41
22.0908,580.16
22.0968,615.73
22.0993,664.02
22.1024,644.74
22.1051,643.42
22.1079,623.37
22.1111,615.11
22.1144,588.23
22.1169,584.73
22.1194,588.23
22.122,592.83
22.1239,569.17
22.1255,591.41
22.1275,593.19
22.1298,571.57
22.132,555.3
22.1346,567.46
22.1368,555.31
22.1392,546.66
22.1414,553.64
22.1436,550.97
22.1452,552.65
22.1474,548.99
22.1489,557.34
22.1508,548.67
22.1529,555.32
22.1556,550.99
22.1585,550.67
22.1618,556.68
22.1656,557.35
22.1691,548.35
22.1726,545.05
22.1761,543.08
22.1797,544.07
22.1832,545.74
22.1867,548.37
22.1902,551.03
22.1937,554.71
22.1972,563.12
22.2006,574.4
22.2034,569.94
22.2062,579.61
22.209,587.64
22.2112,561.45
22.2133,554.39
22.2159,563.48
22.2182,539.2
22.2202,529.49
22.2225,526.6
22.2244,522.47
22.2266,514.26
22.2289,525.34
22.2314,526.62
22.2343,543.8
22.2372,523.11
22.2398,509.6
22.2425,512.4
22.2448,493.06
22.2468,510.54
22.2486,535.33
22.2503,546.46
22.2513,557.46
22.2525,581.05
22.2537,540.88
22.2551,533.72
22.2564,525.37
22.2578,528.25
22.2592,528.89
22.2604,554.11
22.2615,532.76
22.2626,542.86
22.2636,533.73
22.2649,514
22.2659,504.98
22.2672,534.7
22.2685,524.74
22.2698,521.88
22.2713,549.46
22.2726,552.8
22.2737,536.99
22.2751,555.46
22.2765,534.71
22.2775,535.04
22.2788,536.34
22.2802,529.56
22.2815,536.34
22.2828,568.33
22.284,546.83
22.2853,553.47
22.287,595.52
22.288,575.89
22.2892,567.65
22.2907,591.61
22.2918,561.89
22.2926,540.26
22.2935,552.48
22.2947,551.49
22.2955,520.65
22.2965,552.82
22.2978,551.49
22.2992,527.33
22.3001,543.89
22.3013,562.57
22.3023,562.91
22.3032,556.17
22.3043,577.29
22.3057,545.21
22.3068,534.43
22.3079,522.56
22.3094,507.8
22.3107,503.48
22.3117,540.29
22.3131,549.18
22.3144,535.4
22.3155,557.87
22.3167,577.32
22.3178,538.99
22.319,550.19
22.3205,554.51
22.3216,548.2
22.3234,536.07
22.3251,554.87
22.3269,555.53
22.3287,598.78
22.3306,585.69
22.3319,587.8
22.3331,579.76
22.3343,574.92
22.3353,522.59
22.3366,541.31
22.3378,523.22
22.3395,523.55
22.3408,510.64
22.3424,509.4
22.3437,504.14
22.3453,514.08
22.3468,511.28
22.3484,524.51
22.3494,552.55
22.3504,545.25
22.3513,533.5
22.3518,547.91
22.3525,547.57
22.3539,550.88
22.3552,570.47
22.3565,565.69
22.3582,574.94
22.3599,574.94
22.3613,550.89
22.3629,553.89
22.3646,582.58
22.3662,574.95
22.3677,554.57
22.3692,579.46
22.3708,582.24
22.3726,575.98
22.374,564.69
22.3755,600.62
22.377,575.99
22.3786,556.93
22.3799,572.55
22.3814,568.45
22.3831,564.36
22.3849,575.31
22.3863,582.95
22.3879,574.97
22.3893,576.01
22.3904,564.04
22.3916,586.46
22.393,574.3
22.3943,568.8
22.3956,574.3
22.3972,577.75
22.3987,574.99
22.4,595.31
22.4014,573.96
22.4029,574.65
22.4042,584.03
22.4054,553.29
22.4069,554.28
22.4083,575.69
22.4095,567.11
22.4111,556.63
22.4127,582.64
22.4141,576.74
22.4156,581.24
22.4168,594.61
22.4179,582.65
22.4189,570.55
22.4199,574.33
22.4213,551.63
22.4228,546.01
22.4241,551.3
22.4255,542.38
22.427,533.26
22.4279,565.77
22.4287,558.67
22.4297,560.36
22.4303,560.36
22.431,560.02
22.4319,530.69
22.4331,537.81
22.4342,517.32
22.4354,528.45
22.4366,512.62
22.4379,534.26
22.4389,532.95
22.4405,554.32
22.4421,572.97
22.4432,568.51
22.4448,536.53
22.4463,539.13
22.4474,523.03
22.4485,498.74
22.45,522.72
22.4511,528.14
22.4524,535.57
22.4536,552.01
22.4547,545.71
22.4561,524
22.4573,540.46
22.4583,532.01
22.4595,516.4
22.461,530.07
22.4619,560.39
22.463,534.92
22.4645,528.16
22.4656,534.93
22.4664,538.83
22.4678,502.73
22.469,529.45
22.4697,524.33
22.4709,520.51
22.4721,514.22
22.473,541.78
22.474,521.78
22.4752,538.53
22.4763,565.84
22.4774,574.04
22.4788,555.04
22.48,575.09
22.4812,561.43
22.4824,543.76
22.4835,542.77
22.4845,572.34
22.4855,570.96
22.4865,586.58
22.4874,593.28
22.4884,593.28
22.4892,584.83
22.49,598.25
22.491,597.91
22.492,614.97
22.4931,595.42
22.4942,614.36
22.4953,594
22.4967,588.34
22.4981,553.39
22.4993,572.35
22.5007,559.43
22.5022,553.73
22.5037,554.07
22.5053,560.11
22.5067,555.08
22.5082,558.43
22.5098,566.21
22.5111,574.09
22.5124,589.43
22.5139,578.24
22.5152,574.78
22.5168,568.61
22.5183,565.21
22.52,575.82
22.5215,566.56
22.5235,558.78
22.5251,558.78
22.5264,562.83
22.5275,545.47
22.529,561.82
22.5302,572.39
22.5315,556.11
22.5328,548.77
22.5346,530.16
22.5359,530.16
22.5373,496.09
22.5387,518.06
22.5404,486.15
22.5415,498.84
22.5431,476.69
22.5444,494.89
22.5456,498.84
22.5467,517.75
22.5484,499.45
22.5496,525.05
22.5506,532.11
22.552,497.33
22.5533,500.06
22.5544,502.82
22.5559,493.07
22.5574,469.13
22.5589,496.73
22.5601,480.24
22.5612,496.73
22.5619,514.32
22.5629,517.47
22.5638,521.89
22.5648,538.3
22.5657,526.99
22.5671,495.51
22.5683,513.7
22.5694,490.68
22.5709,499.78
22.5725,491.89
22.5735,520.95
22.5748,507.17
22.5758,527.96
22.5768,525.73
22.5778,532.47
22.579,528.61
22.5798,544.86
22.5808,526.69
22.5816,524.77
22.5826,528.62
22.5835,522.54
22.5844,516.54
22.5854,516.85
22.5862,516.54
22.5871,516.23
22.5879,521.6
22.5888,529.26
22.5897,536.69
22.5909,536.69
22.5919,537.35
22.5934,511.23
22.5947,512.48
22.5962,502.87
22.5976,512.48
22.599,531.21
22.6,536.05
22.6015,509.99
22.6027,537.68
22.6042,522.26
22.6059,511.56
22.6077,539.97
22.6089,571.11
22.6102,568.72
22.6112,568.04
22.6119,585.33
22.6128,562.61
22.6138,554.86
22.6149,539.33
22.6159,551.53
22.6175,546.23
22.6191,546.55
22.6206,539.67
22.6222,551.87
22.6236,532.53
22.6245,510.02
22.6254,506.91
22.6264,516.9
22.6275,498.93
22.6286,515.65
22.63,542.29
22.6311,540.66
22.6326,522.59
22.6338,544.27
22.6351,542.62
22.6363,529.96
22.6377,556.9
22.6388,549.89
22.6402,537.73
22.6418,545.59
22.6434,530.93
22.6446,514.41
22.646,546.91
22.6472,548.24
22.6479,535.13
22.6491,568.43
22.6503,567.06
22.6518,548.25
22.6533,559.27
22.6554,551.24
22.657,542.32
22.6587,543.32
22.6601,545.61
22.6617,543.64
22.6631,539.06
22.6647,537.43
22.6665,534.18
22.6684,545.63
22.6701,532.9
22.6715,533.87
22.6729,524.55
22.6741,519.47
22.675,519.47
22.6758,530.32
22.6772,556.61
22.6783,542.01
22.6797,539.07
22.6813,546.64
22.6829,535.5
22.6843,503.59
22.686,534.21
22.6874,540.4
22.689,537.13
22.6909,550.62
22.6928,582.98
22.6946,562.37
22.6961,570.88
22.6977,554.63
22.6991,556.3
22.7004,537.8
22.7018,551.95
22.7034,543.37
22.7049,531.97
22.7065,522.36
22.7078,530.36
22.7091,514.49
22.7105,520.16
22.7117,528.44
22.7131,533.26
22.7144,518.58
22.716,518.27
22.7177,511.36
22.7193,505.78
22.7205,508.56
22.7221,514.18
22.7237,517.64
22.7249,535.87
22.7265,540.1
22.7286,525.57
22.7305,535.88
22.732,542.08
22.7341,518.91
22.7361,524.3
22.7379,519.22
22.7395,520.5
22.7415,506.12
22.743,514.2
22.7445,507.67
22.7457,506.43
22.7476,489.67
22.7495,493.29
22.7512,504.27
22.7532,490.57
22.7554,506.13
22.757,524.96
22.7583,519.89
22.7602,494.5
22.762,501.83
22.7636,508.3
22.7656,486.39
22.7678,500.61
22.7696,505.22
22.7712,524.66
22.7729,509.55
22.7743,523.7
22.7758,525.3
22.7776,534.31
22.7792,534.96
22.781,539.84
22.7827,551.05
22.7842,545.1
22.7854,558.76
22.7867,548.07
22.788,541.82
22.7893,540.51
22.7905,544.44
22.792,523.11
22.7938,523.73
22.7955,530.14
22.7968,536.28
22.7983,528.87
22.7996,536.28
22.8009,532.07
22.8023,541.5
22.8037,516.46
22.8055,512.39
22.807,531.11
22.8082,540.53
22.8096,527.9
22.8111,551.42
22.8124,563.51
22.8138,551.08
22.8156,550.43
22.8173,547.11
22.8191,532.41
22.8216,544.82
22.8239,537.94
22.8257,514.92
22.8282,519.97
22.8307,512.74
22.8325,508.38
22.8348,526.65
22.8373,532.43
22.8395,543.53
22.8418,569.68
22.8439,556.81
22.8462,551.79
22.8486,582.47
22.8503,558.16
22.8523,533.11
22.8541,550.13
22.8553,535.05
22.8568,509.64
22.8584,532.46
22.8597,555.82
22.8612,539.61
22.8631,543.88
22.8644,549.5
22.8657,525.72
22.8672,498.87
22.8685,491.3
22.8694,488
22.8706,478.21
22.872,478.5
22.8732,482.04
22.8744,482.93
22.8758,484.12
22.877,493.12
22.878,499.8
22.8791,503.17
22.8804,506.88
22.8818,502.57
22.8832,505.96
22.8845,537.69
22.8857,538.01
22.8869,543.58
22.8879,542.26
22.8888,568.37
22.8899,537.03
22.8911,541.61
22.8921,534.78
22.893,563.6
22.8943,547.54
22.8956,565.99
22.8966,550.19
22.8979,567.7
22.8995,561.92
22.9007,559.57
22.9016,536.08
22.9025,564.31
22.9033,548.54
22.9042,546.89
22.9053,536.08
22.9063,535.42
22.9075,518.47
22.9089,516.58
22.9097,516.58
22.9109,505.67
22.9128,487.15
22.915,497.4
22.9174,505.38
22.9199,487.45
22.922,489.25
22.9239,518.81
22.9255,497.41
22.9269,488.65
22.9284,502
22.9301,521.97
22.9314,497.12
22.9329,516.61
22.9342,514.1
22.9358,513.16
22.9372,494.09
22.9391,495
22.9414,468.94
22.9434,480.05
22.9455,453.27
22.9476,468.95
22.9495,471.84
22.9512,492.89
22.953,470.69
22.9544,504.49
22.9559,508.2
22.9572,506.03
22.9588,512.56
22.9601,515.38
22.9619,492.9
22.9634,493.82
22.9651,508.2
22.9664,510.07
22.9676,516.33
22.9685,523.61
22.9692,524.57
22.9701,517.6
22.971,519.17
22.9722,521.71
22.9736,554.95
22.9751,557.29
22.9764,557.63
22.9781,552.63
22.98,542.69
22.9816,519.5
22.9832,515.09
22.9846,516.98
22.986,501.45
22.9868,520.47
22.988,498.4
22.9894,488.12
22.9908,485.13
22.9921,480.69
22.9933,478.34
22.9946,480.4
22.9958,474.82
22.9974,475.11
22.9992,483.06
23.0011,474.82
23.0025,483.67
23.0043,483.07
23.0059,493.25
23.007,492.05
23.0083,494.77
23.01,495.38
23.0113,509.5
23.0125,506.09
23.0138,514.18
23.0153,519.85
23.0166,517.65
23.0184,513.25
23.0201,511.07
23.022,494.18
23.0237,481.31
23.0253,486.67
23.0266,466.14
23.0282,456.73
23.0293,474.84
23.0304,492.98
23.0314,473.39
23.0327,483.1
23.0339,495.71
23.0356,463.57
23.0374,467.89
23.0392,489.08
23.0411,516.72
23.0429,514.85
23.0445,551.03
23.0462,517.05
23.0484,511.72
23.0497,477.21
23.0515,487.29
23.0532,472.83
23.0547,508.62
23.0557,507.07
23.0571,517.7
23.0586,495.12
23.0602,498.77
23.0616,481.95
23.0632,473.13
23.0652,475.17
23.0667,484.32
23.0685,467.34
23.0705,473.15
23.0721,485.22
23.0734,506.48
23.0746,530.13
23.0752,558.09
23.0756,537.91
23.0761,530.13
23.0768,499.1
23.0782,484.63
23.0797,494.24
23.0812,508.34
23.0832,494.55
23.0851,512.39
23.0865,482.55
23.0884,449.21
23.0906,452.58
23.0925,475.79
23.0939,444.23
23.0959,455.95
23.0977,481.1
23.0993,452.85
23.101,463.64
23.1028,490.94
23.1041,489.74
23.1053,490.94
23.1066,501.88
23.1084,469.98
23.1102,470.27
23.1119,497
23.1136,465.94
23.1156,463.93
23.117,487.66
23.1188,464.51
23.1208,456.54
23.1226,470.58
23.124,499.76
23.126,486.17
23.1276,519.97
23.129,526.02
23.1304,540.57
23.1325,526.03
23.134,535.68
23.1357,518.4
23.1375,506.85
23.1394,510.88
23.1403,496.73
23.1415,482.03
23.1429,498.26
23.1439,494.01
23.1453,481.73
23.1468,499.79
23.1482,517.8
23.1492,514.02
23.1501,533.12
23.1506,528.29
23.1509,537.33
23.1511,547.5
23.1521,533.44
23.1531,535.39
23.1543,566.64
23.1557,555.5
23.1574,527.33
23.1585,549.16
23.1597,548.5
23.1608,527.33
23.1625,553.49
23.1638,563.25
23.1655,536.05
23.167,537.03
23.1687,563.59
23.1698,531.84
23.1712,540.95
23.1726,561.91
23.1739,543.24
23.1752,533.47
23.1762,542.59
23.1771,537.35
23.1782,538.02
23.1796,541.94
23.1814,529.6
23.1835,532.19
23.1854,534.45
23.1871,525.44
23.1887,526.73
23.19,539.34
23.191,541.95
23.1924,534.13
23.1935,541.95
23.1946,529.62
23.1956,528.02
23.197,505.06
23.1984,490.44
23.2001,472.1
23.2016,494.37
23.2035,478.25
23.2053,494.97
23.207,534.15
23.2084,539.35
23.2105,531.57
23.2124,530.92
23.214,520.72
23.2156,520.72
23.2176,526.11
23.2192,512.23
23.2209,516.3
23.2227,545.92
23.2245,518.5
23.2257,541.33
23.2269,542.97
23.2278,546.6
23.2288,522.3
23.23,532.55
23.2314,515.37
23.2329,530.94
23.2345,538.4
23.2359,544.3
23.2375,548.93
23.2388,563.34
23.2401,554.59
23.2412,557.6
23.2425,563.01
23.2439,553.58
23.2453,561.66
23.2467,554.59
23.2485,565.39
23.2499,554.59
23.2511,557.61
23.2525,542.34
23.2535,573.94
23.255,556.28
23.2564,584.73
23.2579,597.07
23.2597,616.59
23.2616,597.79
23.2629,612.79
23.2646,612.79
23.2659,608.58
23.2675,603.52
23.2688,597.8
23.2705,577.07
23.272,568.82
23.274,576.74
23.2756,557.65
23.2774,557.99
23.2787,564.07
23.28,562.38
23.2809,547.98
23.2819,540.75
23.2828,557.66
23.2841,555.31
23.2853,560.69
23.2871,554.64
23.2885,583.01
23.2904,567.14
23.2918,586.87
23.2937,571.25
23.2956,574
23.2976,576.76
23.2995,570.9
23.3014,565.46
23.3034,557.35
23.3048,573.32
23.3066,557.02
23.3086,556.35
23.3111,544.39
23.3131,542.75
23.315,543.73
23.3169,531.37
23.3183,548.69
23.3195,542.43
23.3211,561.07
23.3227,555.01
23.3242,563.1
23.3262,552.35
23.3279,565.48
23.3294,565.83
23.3309,556.7
23.3324,580.26
23.3335,583.76
23.3348,572.66
23.3359,560.75
23.3372,583.77
23.3382,565.16
23.3397,578.19
23.3407,583.41
23.3422,579.94
23.3436,570.96
23.3452,566.52
23.3468,540.82
23.3488,534.64
23.3504,556.06
23.3523,545.1
23.3543,574.07
23.3558,584.14
23.3567,585.18
23.3576,566.54
23.3586,567.22
23.3597,559.43
23.3607,557.42
23.3623,567.22
23.3644,570.98
23.3661,590.12
23.3677,572.71
23.3697,601.5
23.3712,601.51
23.3727,591.89
23.374,565.54
23.375,569.63
23.3758,553.74
23.3768,578.25
23.3774,595.8
23.3782,606.2
23.3793,608.37
23.3806,629.51
23.3818,577.2
23.3831,570.32
23.3846,552.42
23.386,525.03
23.3871,515.53
23.3883,519.95
23.3901,502.5
23.3919,528.87
23.3935,542.18
23.3956,541.85
23.3975,543.5
23.3993,559.47
23.4006,531.14
23.402,549.12
23.4034,530.17
23.405,556.13
23.4063,550.77
23.408,569.67
23.4096,573.79
23.4108,581.4
23.4123,570.03
23.4141,577.6
23.4161,588.42
23.418,594.44
23.4202,601.93
23.4219,582.47
23.4239,591.26
23.4256,572.44
23.4279,560.85
23.4305,547.18
23.4332,572.79
23.4353,552.15
23.4376,547.5
23.4394,548.83
23.4411,544.53
23.4429,551.49
23.4446,560.2
23.4463,555.5
23.4481,563.25
23.4498,565.63
23.4517,530.87
23.454,527.33
23.4563,538.34
23.4587,519.71
23.4608,552.51
23.4625,572.49
23.4642,587.77
23.4659,598.04
23.468,585.33
23.4703,557.2
23.4725,556.87
23.4747,538.68
23.4769,528.33
23.4788,546.89
23.4805,544.59
23.4827,539.35
23.4849,552.54
23.4869,543.93
23.4888,537.39
23.4903,540.66
23.4914,540
23.4925,528.99
23.4934,558.9
23.4948,561.95
23.4966,567.72
23.4989,569.77
23.5009,560.95
23.5031,540.66
23.5052,530.93
23.507,522.62
23.5085,537.74
23.5099,544.94
23.5115,535.15
23.5132,529.33
23.5152,522
23.5175,495.31
23.5202,487.47
23.5225,513.17
23.5247,506.96
23.5274,522.64
23.53,527.75
23.5322,545.95
23.535,547.28
23.5375,575.68
23.5392,579.83
23.5409,575.33
23.5428,564.38
23.5441,540.72
23.5453,526.48
23.5467,521.71
23.5477,517.6
23.5487,516.34
23.5497,516.03
23.5511,535.83
23.5522,519.81
23.5535,521.09
23.5547,518.55
23.5559,533.89
23.5569,511.33
23.5583,515.73
23.5594,514.79
23.5608,516.67
23.5621,494.75
23.5636,499.01
23.565,522.05
23.5665,527.47
23.5677,524.28
23.5692,532.94
23.5702,519.21
23.5713,523.64
23.5723,530.69
23.5734,560.01
23.5741,566.11
23.5751,575.36
23.5761,573.65
23.5771,566.81
23.5781,566.47
23.5793,568.85
23.5805,580.93
23.5815,579.53
23.5826,579.53
23.5836,576.08
23.5849,564.08
23.5859,569.54
23.587,553.66
23.5881,570.91
23.5892,557.35
23.5898,551.66
23.5908,538.49
23.592,525.26
23.5935,505.49
23.5949,513.25
23.5965,522.72
23.598,538.5
23.5993,545.72
23.6003,571.62
23.6015,554.35
23.6025,548.02
23.6036,546.7
23.6049,544.4
23.6059,543.41
23.6069,539.48
23.6082,550.01
23.609,529.12
23.6096,544.07
23.6102,523.37
23.6108,531.05
23.6113,541.12
23.612,556.7
23.6127,556.38
23.6137,582.35
23.6147,589.01
23.6157,599.65
23.617,598.6
23.6182,593.62
23.62,575.77
23.6216,578.89
23.6231,578.2
23.6247,578.2
23.6265,587.27
23.6276,580.62
23.629,565.85
23.6305,556.39
23.6317,554.71
23.633,539.84
23.6342,552.71
23.6352,572.69
23.6365,550.05
23.6378,554.38
23.6388,576.83
23.6404,570.64
23.6419,573.04
23.6431,587.64
23.6445,575.45
23.6459,570.3
23.6475,574.08
23.6489,576.84
23.6501,571.67
23.6511,574.77
23.652,552.74
23.6527,540.84
23.6534,529.17
23.6544,542.15
23.6555,535.3
23.6569,558.43
23.6577,579.28
23.6591,597.58
23.6603,598.29
23.6618,646.15
23.6634,600.44
23.6653,606.56
23.6669,574.1
23.6687,574.44
23.6702,548.77
23.6716,553.43
23.6727,546.78
23.6742,550.76
23.6754,530.47
23.6765,545.13
23.678,564.2
23.6795,549.1
23.6803,543.49
23.6816,574.47
23.683,563.87
23.6839,545.81
23.6852,568.98
23.6866,589.1
23.6879,565.23
23.6891,585.59
23.6905,591.93
23.6922,575.16
23.6937,588.42
23.6952,588.06
23.6967,553.12
23.6982,555.11
23.6992,573.44
23.7005,541.56
23.7016,548.13
23.7026,570.36
23.704,593.36
23.7052,566.95
23.7062,572.78
23.7077,571.4
23.7093,569.01
23.7109,543.2
23.7125,541.57
23.7144,567.3
23.7159,569.02
23.7177,560.87
23.7188,576.24
23.7202,579.01
23.7215,552.47
23.7225,557.84
23.7232,579.7
23.724,558.17
23.7248,570.74
23.7254,571.08
23.7264,581.1
23.7272,561.55
23.7282,578.66
23.7295,593.4
23.7308,620.36
23.7319,586.35
23.7336,610.26
23.7356,642.97
23.7373,624.83
23.7393,635.8
23.7413,633.85
23.7426,601.98
23.7436,582.87
23.7449,589.88
23.7457,567.68
23.7469,568.71
23.7485,569.74
23.75,583.22
23.7514,551.51
23.7528,566.67
23.7539,593.79
23.7548,595.92
23.7561,579.05
23.7569,588.49
23.7577,566.33
23.7585,568.38
23.7596,551.53
23.7603,552.19
23.7614,579.06
23.7625,598.41
23.7638,584.98
23.765,586.74
23.7663,617.87
23.7673,597.7
23.7689,576.99
23.7703,574.92
23.7719,563.63
23.7733,547.56
23.7753,521.65
23.7767,563.3
23.7779,544.26
23.7786,557.57
23.7794,524.82
23.7801,540.98
23.7811,528.03
23.7822,532.87
23.7835,535.45
23.785,571.84
23.7863,573.21
23.7873,535.79
23.7883,541
23.7893,567.06
23.7902,536.76
23.791,513.15
23.7921,549.24
23.7931,542.97
23.7938,497.12
23.7945,503.85
23.7951,510.05
23.7956,475.63
23.7962,477.1
23.7975,508.8
23.7988,530.3
23.8,531.91
23.801,553.24
23.8023,561.64
23.8032,569.8
23.8044,558.94
23.8058,559.96
23.8076,557.94
23.8093,575.31
23.8108,571.87
23.8127,573.58
23.8143,565.38
23.816,588.91
23.8173,584.35
23.8186,560.65
23.8198,554.59
23.8213,601.36
23.8227,584.36
23.8245,566.76
23.8263,565.74
23.8278,580.87
23.8292,563.02
23.8306,534.53
23.8318,545.31
23.833,539.09
23.8341,530.99
23.8351,518.23
23.8361,534.53
23.837,540.07
23.8382,553.95
23.8393,524.89
23.8407,538.45
23.8421,527.14
23.8434,496.86
23.8446,495.66
23.8459,529.39
23.8469,508.24
23.8479,526.82
23.849,564.07
23.8502,581.94
23.8518,561.35
23.8532,596.03
23.8546,569.18
23.8561,556.65
23.8573,563.39
23.8584,549.64
23.8595,535.86
23.8605,545.34
23.8613,560.35
23.8621,552.97
23.8627,558.67
23.8639,551.98
23.8651,546.01
23.8665,543.37
23.868,529.41
23.8694,525.89
23.8706,544.04
23.8717,560.71
23.8731,535.88
23.8745,527.81
23.8762,562.06
23.8774,547.35
23.8792,548.01
23.8807,551.67
23.8819,590.4
23.8833,575.74
23.8849,566.83
23.8861,565.82
23.8873,597.86
23.8888,579.56
23.89,568.88
23.8912,562.76
23.8924,572.31
23.8936,571.28
23.8945,550.69
23.8955,567.86
23.8963,583.74
23.8971,571.28
